ICAO,Latitude,Longitude,Elevation
KCFE,45.16666667,-93.85,295
KCFS,43.46666667,-83.45,214
KCFV,37.08333333,-95.56666667,225
KCGC,28.86666667,-82.56666667,3
KCGE,38.53333333,-76.03333333,6
KCGF,41.56666667,-81.46666667,268
KCGI,37.23333333,-89.58333333,102
KCGS,38.98333333,-76.91666667,15
KCGX,41.86666667,-87.58333333,181
KCGZ,32.95,-111.7666667,446
KCHA,35.03333333,-85.2,210
KCHD,33.26666667,-111.8166667,379
KCHE,40.48333333,-107.2166667,2339
KCHH,41.66666667,-69.96666667,16
KCHI,42,-87.88333333,203
KCHJ,44.75,-109.3666667,2512
KCHK,35.1,-97.96666667,351
KCHM,40.38333333,-101.7166667,1029
KCHO,38.13333333,-78.45,192
KCHS,32.9,-80.03333333,13
KCIC,39.78333333,-121.8333333,73
KCID,41.88333333,-91.71666667,264
KCIM,36.48333333,-104.8666667,2183
KCIN,42.03333333,-94.76666667,375
KCIR,37.06666667,-89.21666667,98
KCIU,46.25,-84.46666667,244
KCJR,38.53333333,-77.86666667,97
KCKB,39.3,-80.21666667,360
KCKC,47.83333333,-90.36666667,548
KCKF,31.98333333,-83.76666667,91
KCKI,33.71666667,-79.85,21
KCKL,32.88333333,-87.25,140
KCKM,34.3,-90.51666667,53
KCKN,47.85,-96.61666667,273
KCKP,42.73333333,-95.55,374
KCKV,36.61666667,-87.41666667,165
KCKZ,40.38333333,-75.28333333,173
KCLE,41.41666667,-81.85,233
KCLI,44.61666667,-88.73333333,250
KCLK,35.53333333,-98.93333333,492
KCLL,30.58333333,-96.36666667,96
KCLM,48.11666667,-123.5,85
KCLS,46.68333333,-122.9833333,54
KCLT,35.21666667,-80.95,220
KCLX,32.65,-81.05,30
KCMA,34.21666667,-119.1,23
KCMB,29.43333333,-92.98333333,29
KCMD,34.26666667,-86.85,294
KCME,33.33333333,-104.6166667,1150
KCMH,40,-82.88333333,247
KCMI,40.03333333,-88.26666667,228
KCMR,35.3,-112.2,2036
KCMS,41.53333333,-109.4666667,1949
KCMX,47.16666667,-88.48333333,326
KCMY,43.96666667,-90.73333333,256
KCNB,44.73333333,-96.26666667,364
KCNC,41.01666667,-93.36666667,320
KCNI,34.31666667,-84.41666667,372
KCNK,39.55,-97.65,447
KCNM,32.33333333,-104.25,985
KCNO,33.98333333,-117.6166667,207
KCNU,37.66666667,-95.48333333,297
KCNW,31.63333333,-97.06666667,156
KCNY,38.76666667,-109.75,1390
KCOD,44.51666667,-109.0166667,1553
KCOE,47.76666667,-116.8166667,707
KCOF,28.23333333,-80.6,3
KCOI,28.33333333,-80.68333333,2
KCOL,42.66666667,-78.68333333,312
KCOM,31.83333333,-99.4,517
KCON,43.2,-71.5,103
KCOO,42.7,-74.91666667,378
KCOQ,46.7,-92.5,390
KCOS,38.81666667,-104.6833333,1856
KCOT,28.45,-99.21666667,140
KCOU,38.81666667,-92.21666667,271
KCPC,34.28333333,-78.71666667,29
KCPK,36.66666667,-76.31666667,6
KCPR,42.9,-106.4666667,1621
KCPS,38.56666667,-90.15,126
KCPT,32.35,-97.43333333,260
KCPW,37.45,-106.8,3584
KCQB,35.71666667,-96.81666667,300
KCQC,35,-105.6666667,2160
KCQF,30.46666667,-87.88333333,28
KCQM,47.81666667,-92.68333333,404
KCQT,34.01666667,-118.2833333,56
KCQV,48.53333333,-117.8666667,572
KCQW,34.71666667,-79.95,73
KCQX,41.68333333,-70,19
KCRE,33.81666667,-78.71666667,10
KCRG,30.33333333,-81.51666667,13
KCRH,28.91666667,-93.3,34
KCRM,36.6,-98.61666667,200
KCRP,27.76666667,-97.5,14
KCRQ,33.13333333,-117.2833333,99
KCRS,32.03333333,-96.4,133
KCRV,40.05,-105.5833333,3538
KCRW,38.38333333,-81.58333333,309
KCRX,34.91666667,-88.6,130
KCSG,32.51666667,-84.95,135
KCSM,35.35,-99.2,588
KCSN,38.63333333,-77.86666667,148
KCSQ,41.01666667,-94.36666667,394
KCSV,35.95,-85.08333333,570
KCTB,48.6,-112.3666667,1175
KCTD,41.71666667,-107.7833333,2146
KCTJ,33.63333333,-85.15,354
KCTP,40.85,-77.85,389
KCTY,29.63333333,-83.1,13
KCTZ,34.98333333,-78.36666667,45
KCUB,33.96666667,-81,56
KCUH,35.95,-96.76666667,279
KCUL,38.08333333,-88.11666667,118
KCUT,43.73333333,-103.6166667,1725
KCVB,29.35,-98.85,235
KCVG,39.05,-84.66666667,269
KCVH,36.9,-121.4166667,70
KCVN,34.41666667,-103.0666667,1284
KCVO,44.5,-123.2666667,75
KCVS,34.36666667,-103.3166667,1309
KCVX,45.3,-85.26666667,204
KCWA,44.78333333,-89.66666667,389
KCWC,33.85,-98.48333333,305
KCWF,30.21666667,-93.15,4
KCWI,41.81666667,-90.31666667,216
KCWK,30.38333333,-97.53333333,181
KCWN,38.75,-104.85,2040
KCWV,32.2,-81.86666667,33
KCXL,32.66666667,-115.5,1
KCXO,30.35,-95.41666667,75
KCXP,39.18333333,-119.7333333,1435
KCXX,44.51666667,-73.16666667,97
KCXY,40.21666667,-76.85,106
KCYD,28.16666667,-89.21666667,1
KCYN,39.81666667,-74.43333333,70
KCYS,41.15,-104.8,1868
KCZD,40.86666667,-100,800
KCZG,42.08333333,-76.1,254
KCZI,44,-106.4333333,1550
KCZK,45.66666667,-121.8666667,46
KCZQ,36.88333333,-119.8166667,104
KCZZ,32.63333333,-116.4666667,807
KD07,45.03333333,-102.0166667,784
KD19,43.61666667,-96.21666667,436
KD25,46.11666667,-89.88333333,491
KD33,46.98333333,-94.2,407
KD36,46.71666667,-92.05,186
KD38,42.9,-77.31666667,248
KD39,45.7,-94.93333333,380
KD40,43.98333333,-94.55,325
KD45,48.93333333,-95.35,326
KD50,48.93333333,-103.3,595
KD55,48.75,-98.4,491
KD57,46.81666667,-101.8666667,637
KD60,48.38333333,-102.9,693
KD87,45.43333333,-84.91666667,209
KD92,41.93333333,-83.43333333,187
KD95,43.06666667,-83.26666667,255
KD97,44.85,-93.15,250
KDAA,38.71666667,-77.16666667,21
KDAB,29.18333333,-81.06666667,9
KDAG,34.85,-116.7833333,587
KDAL,32.85,-96.85,158
KDAN,36.56666667,-79.33333333,175
KDAW,43.28333333,-70.91666667,100
KDAX,38.5,-121.6833333,9
KDAY,39.9,-84.21666667,305
KDBL,39.43333333,-106.9,3584
KDBN,32.56666667,-82.98333333,94
KDBQ,42.4,-90.7,326
KDBS,44.08333333,-112.2166667,1638
KDCA,38.85,-77.03333333,18
KDCM,34.78333333,-81.2,200
KDCU,34.65,-86.95,176
KDCY,38.7,-87.13333333,144
KDDC,37.76666667,-99.96666667,789
KDDH,42.9,-73.25,244
KDDY,43.08333333,-106.2833333,1621
KDEC,39.83333333,-88.85,207
KDED,29.06666667,-81.28333333,24
KDEH,43.26666667,-91.71666667,353
KDEN,39.85,-104.65,1640
KDEQ,34.05,-94.4,106
KDET,42.4,-83.01666667,190
KDEW,47.96666667,-117.4333333,674
KDFI,41.33333333,-84.43333333,219
KDFW,32.9,-97.01666667,174
KDFX,29.26666667,-100.2833333,345
KDGW,42.8,-105.3833333,1499
KDGX,32.28333333,-89.98333333,186
KDHN,31.31666667,-85.45,113
KDHS,44.21666667,-106.1,1241
KDHT,36.01666667,-102.55,1217
KDIJ,43.75,-111.1,1899
KDIK,46.8,-102.8,788
KDIX,39.95,-74.41666667,45
KDKB,41.93333333,-88.7,279
KDKK,42.5,-79.28333333,202
KDKR,31.3,-95.4,106
KDLF,29.36666667,-100.7666667,330
KDLH,46.85,-92.2,435
KDLL,43.51666667,-89.76666667,299
KDLN,45.25,-112.55,1591
KDLP,29.11666667,-89.55,36
KDLS,45.61666667,-121.1666667,71
KDLZ,40.28333333,-83.11666667,289
KDMA,32.16666667,-110.8666667,824
KDMH,39.28333333,-76.61666667,5
KDMN,32.26666667,-107.7166667,1311
KDMO,38.71666667,-93.16666667,274
KDMW,39.6,-77,241
KDMX,41.73333333,-93.71666667,299
KDNJ,44.76666667,-116.2166667,2433
KDNK,31.11666667,-93.15,114
KDNL,33.46666667,-82.03333333,130
KDNN,34.71666667,-84.86666667,216
KDNR,39.75,-104.8666667,1608
KDNS,41.96666667,-95.36666667,388
KDNV,40.2,-87.6,212
KDOV,39.11666667,-75.46666667,9
KDOX,38.83333333,-75.43333333,15
KDPA,41.91666667,-88.25,231
KDPG,40.2,-112.9166667,1326
KDPL,35,-77.96666667,42
KDPR,45.06666667,-101.7,771
KDQH,31.48333333,-82.86666667,78
KDQU,34.1,-94.28333333,195
KDRA,36.61666667,-116.0333333,1006
KDRC,42.83333333,-105.8666667,1543
KDRI,30.83333333,-93.33333333,63
KDRK,34.7,-112.4833333,1524
KDRM,46,-83.75,204
KDRO,37.15,-107.7666667,2035
KDRT,29.36666667,-100.9166667,313
KDSD,44.25,-121.3,938
KDSM,41.53333333,-93.66666667,295
KDSV,42.56666667,-77.71666667,198
KDTA,39.3,-112.5,1402
KDTL,46.81666667,-95.86666667,426
KDTN,32.55,-93.75,53
KDTO,33.2,-97.2,196
KDTS,30.4,-86.46666667,5
KDTW,42.23333333,-83.33333333,195
KDTX,42.7,-83.46666667,327
KDUA,33.95,-96.4,213
KDUB,43.55,-109.5166667,2224
KDUC,34.46666667,-97.96666667,339
KDUG,31.46666667,-109.5833333,1265
KDUH,41.73333333,-83.65,204
KDUJ,41.16666667,-78.9,554
KDUX,35.85,-102.0166667,1129
KDVC,37.8,-108.9166667,2131
KDVD,39.65,-77.46666667,152
KDVK,37.58333333,-84.76666667,312
KDVL,48.11666667,-98.91666667,443
KDVN,41.61666667,-90.58333333,230
KDVO,38.15,-122.55,1
KDVP,43.98333333,-95.78333333,495
KDVT,33.68333333,-112.0666667,443
KDWH,30.06666667,-95.55,46
KDWX,41.03333333,-107.5,1996
KDXO,42.21666667,-83.36666667,215
KDXR,41.36666667,-73.48333333,139
KDXX,44.98333333,-96.18333333,330
KDXZ,37.08333333,-113.6,896
KDYA,32.46666667,-87.95,34
KDYB,33.06666667,-80.28333333,18
KDYL,40.33333333,-75.11666667,117
KDYR,36,-89.4,103
KDYS,32.41666667,-99.83333333,545
KDYT,46.71666667,-92.03333333,186
KDYX,32.53333333,-99.25,462
KDZB,30.53333333,-98.36666667,334
KDZJ,34.85,-84,582
KE02,31.91666667,-102.4,902
KE03,34.25,-110.0333333,1955
KE11,32.33333333,-102.5333333,967
KE12,28.06666667,-92.7,1
KE16,37.08333333,-121.6,86
KE23,36.41666667,-105.5666667,2123
KE28,32.93333333,-106.4166667,1192
KE29,30.58333333,-100.65,652
KE33,36.88333333,-106.5666667,2393
KE38,30.38333333,-103.6833333,1376
KE74,32.81666667,-109.6833333,900
KE80,34.65,-106.8333333,1582
KEAR,40.71666667,-99,649
KEAT,47.4,-120.2,377
KEAU,44.86666667,-91.46666667,276
KEAX,38.81666667,-94.26666667,303
KEBG,26.45,-98.13333333,24
KEBS,42.41666667,-93.86666667,342
KECG,36.26666667,-76.18333333,11
KECK,43.25,-82.71666667,247
KECP,30.35,-85.8,21
KECS,43.88333333,-104.3166667,1273
KECU,29.95,-100.1666667,725
KED0,43.28333333,-103.8833333,1136
KEDC,30.4,-97.56666667,189
KEDE,36.01666667,-76.56666667,6
KEDJ,40.36666667,-83.81666667,342
KEDU,38.53333333,-121.7833333,21
KEDW,34.88333333,-117.8666667,702
KEED,34.76666667,-114.6166667,302
KEEN,42.88333333,-72.26666667,149
KEEO,40.05,-107.8833333,1930
KEET,33.18333333,-86.78333333,173
KEEW,44.21666667,-88.55,275
KEFC,44.71666667,-103.8666667,982
KEFD,29.6,-95.16666667,10
KEFK,44.88333333,-72.23333333,284
KEFT,42.61666667,-89.6,331
KEGC,25.85,-81.38333333,2
KEGE,39.63333333,-106.9166667,1993
KEGI,30.63333333,-86.51666667,59
KEGT,37.31666667,-97.38333333,390
KEGV,45.93333333,-89.26666667,500
KEHA,37,-101.9,1099
KEHC,28.43333333,-92.88333333,31
KEHF,35.48333333,-119.1,151
KEHO,35.25,-81.6,258
KEHR,37.81666667,-87.66666667,117
KEHY,41.73333333,-106.4666667,2225
KEIC,32.76666667,-93.81666667,80
KEIK,40.01666667,-105.05,1564
KEIR,28.63333333,-91.48333333,28
KEKA,40.8,-124.1666667,18
KEKM,41.71666667,-86,237
KEKN,38.88333333,-79.85,603
KEKO,40.81666667,-115.7833333,1547
KEKQ,36.85,-84.85,294
KEKS,45.26666667,-111.65,1641
KEKX,37.71666667,-85.86666667,230
KEL0,44.11666667,-103.0833333,939
KELB,44.9,-73.8,262
KELD,33.21666667,-92.81666667,81
KELM,42.15,-76.9,302
KELN,47.03333333,-120.5333333,519
KELO,47.81666667,-91.81666667,443
KELP,31.81666667,-106.3833333,1197
KELY,39.3,-114.85,1906
KELZ,42.1,-77.98333333,646
KEMI,39.5,-76.98333333,152
KEMK,27.81666667,-94.31666667,26
KEMM,41.81666667,-110.55,2220
KEMP,38.33333333,-96.2,367
KEMT,34.06666667,-118.0166667,90
KEMV,36.68333333,-77.48333333,39
KEMX,31.9,-110.6333333,1586
KEND,36.31666667,-97.91666667,398
KENE,43.43333333,-70.61666667,123
KENI,39.05,-123.2666667,187
KENL,38.51666667,-89.1,163
KENV,40.71666667,-114.0166667,1292
KENW,42.6,-87.93333333,219
KENX,42.58333333,-74.06666667,557
KEOE,34.31666667,-81.63333333,174
KEOK,40.46666667,-91.41666667,205
KEOS,36.81666667,-94.4,383
KEOX,31.46666667,-85.46666667,132
KEPH,47.3,-119.5166667,383
KEPM,44.91666667,-67.01666667,14
KEPZ,31.86666667,-106.7,1251
KEQY,35.01666667,-80.61666667,212
KERI,42.08333333,-80.18333333,222
KERV,29.98333333,-99.08333333,510
KERY,46.3,-85.45,265
KESC,45.75,-87.08333333,187
KESF,31.4,-92.28333333,28
KESN,38.8,-76.06666667,22
KEST,43.4,-94.75,401
KESX,35.7,-114.8833333,1483
KETB,43.41666667,-88.13333333,270
KETC,35.93333333,-77.55,17
KETH,45.78333333,-96.55,313
KETN,32.41666667,-98.81666667,448
KETX,40.58333333,-75.68333333,250
KEUF,31.95,-85.13333333,87
KEUG,44.13333333,-123.2166667,114
KEUL,43.61666667,-116.6166667,740
KEVB,29.05,-80.95,3
KEVM,47.41666667,-92.5,421
KEVU,40.35,-94.91666667,349
KEVV,38.05,-87.51666667,117
KEVW,41.26666667,-111.0333333,2177
KEVX,30.56666667,-85.91666667,43
KEWB,41.68333333,-70.95,23
KEWC,40.83333333,-80.21666667,407
KEWK,38.03333333,-97.26666667,467
KEWN,35.06666667,-77.05,3
KEWR,40.68333333,-74.16666667,7
KEWX,29.7,-98.03333333,193
KEXX,35.78333333,-80.3,223
KEYE,39.83333333,-86.3,248
KEYF,34.6,-78.58333333,41
KEYW,24.55,-81.75,5
KEYX,35.1,-117.5666667,840
KEZF,38.26666667,-77.45,26
KEZM,32.21666667,-83.13333333,93
KEZS,44.78333333,-88.56666667,248
KF05,34.23333333,-99.28333333,386
KF12,32.15,-94.85,135
KF18,32.35,-97.43333333,260
KF24,32.65,-93.3,85
KF28,35.46666667,-98,432
KF39,33.71666667,-96.66666667,228
KF44,32.16666667,-95.83333333,135
KF46,32.93333333,-96.43333333,176
KF54,32.66666667,-97.1,185
KF55,32.45,-97.81666667,237
KF60,31.46666667,-97.31666667,180
KF70,33.56666667,-117.1333333,412
KFAF,37.11666667,-76.61666667,4
KFAM,37.76666667,-90.41666667,288
KFAR,46.93333333,-96.81666667,277
KFAT,36.78333333,-119.7166667,104
KFAY,34.98333333,-78.88333333,55
KFBC,41.01666667,-83.66666667,247
KFBG,35.11666667,-78.91666667,74
KFBL,44.33333333,-93.31666667,322
KFBR,41.4,-110.35,2144
KFCA,48.3,-114.2666667,908
KFCH,36.71666667,-119.8166667,85
KFCI,37.4,-77.51666667,72
KFCL,40.58333333,-105.0833333,1525
KFCM,44.83333333,-93.46666667,280
KFCS,38.66666667,-104.7666667,1789
KFCX,37.01666667,-80.26666667,874
KFDK,39.41666667,-77.36666667,92
KFDR,34.35,-98.98333333,386
KFDW,34.31666667,-81.11666667,176
KFDX,34.63333333,-103.6166667,1417
KFDY,41.01666667,-83.66666667,247
KFED,45.93333333,-98.56666667,427
KFEP,42.25,-89.58333333,262
KFET,41.45,-96.51666667,367
KFEW,41.13333333,-104.8666667,1878
KFFA,36.01666667,-75.66666667,4
KFFC,33.35,-84.56666667,262
KFFL,41.03333333,-91.96666667,244
KFFM,46.28333333,-96.15,361
KFFO,39.81666667,-84.03333333,251
KFFT,38.18333333,-84.9,236
KFFX,43.43333333,-86,236
KFFZ,33.46666667,-111.7166667,424
KFGF,46.9,-96.8,274
KFGN,49.31666667,-94.9,328
KFGZ,35.23333333,-111.8166667,2192
KFHB,30.61666667,-81.46666667,5
KFHR,48.51666667,-123.0333333,32
KFHU,31.58333333,-110.35,1438
KFIG,41.05,-78.41666667,462
KFIR,41.3,-110.7666667,2294
KFIT,42.55,-71.75,103
KFKA,43.68333333,-92.16666667,389
KFKL,41.36666667,-79.86666667,469
KFKN,36.7,-76.9,12
KFKS,44.63333333,-86.2,193
KFLA,39.28333333,-103.0666667,1507
KFLD,43.76666667,-88.48333333,240
KFLG,35.13333333,-111.6666667,2134
KFLL,26.06666667,-80.15,3
KFLM,25.13333333,-80.91666667,2
KFLO,34.18333333,-79.73333333,44
KFLP,36.28333333,-92.58333333,219
KFLV,39.36666667,-94.91666667,235
KFLY,38.95,-104.5666667,2096
KFME,39.08333333,-76.76666667,46
KFMG,39.53333333,-119.65,1342
KFMH,41.63333333,-70.51666667,40
KFMM,40.33333333,-103.8,1393
KFMN,36.75,-108.2333333,1685
KFMY,26.58333333,-81.86666667,4
KFNB,40.06666667,-95.58333333,300
KFNL,40.45,-105.0166667,1529
KFNT,42.96666667,-83.75,233
KFOA,38.66666667,-88.45,144
KFOD,42.53333333,-94.16666667,355
KFOE,38.93333333,-95.65,320
KFOK,40.85,-72.61666667,33
KFOT,40.55,-124.1333333,120
KFOZ,47.76666667,-93.65,411
KFPK,42.56666667,-84.81666667,272
KFPR,27.5,-80.38333333,13
KFQD,35.41666667,-81.93333333,329
KFRG,40.73333333,-73.41666667,21
KFRI,39.03333333,-96.76666667,325
KFRM,43.63333333,-94.41666667,354
KFSD,43.58333333,-96.75,436
KFSE,47.58333333,-95.76666667,389
KFSI,34.65,-98.4,362
KFSK,37.8,-94.76666667,280
KFSM,35.33333333,-94.36666667,140
KFSO,44.93333333,-73.1,70
KFST,30.91666667,-102.9166667,918
KFSW,40.66666667,-91.31666667,221
KFSX,34.56666667,-111.2,2261
KFTG,39.78333333,-104.55,1675
KFTI,35.65,-105.1333333,2094
KFTK,37.88333333,-85.96666667,230
KFTN,28.21666667,-100.0166667,236
KFTW,32.83333333,-97.36666667,214
KFTY,33.78333333,-84.51666667,263
KFUL,33.86666667,-117.9833333,35
KFVE,47.28333333,-68.3,301
KFVX,37.35,-78.41666667,125
KFWA,40.98333333,-85.18333333,248
KFWB,36.7,-93.4,406
KFWC,38.38333333,-88.41666667,133
KFWD,32.81666667,-97.28333333,196
KFWH,32.78333333,-97.43333333,198
KFWN,41.2,-74.63333333,133
KFWR,32.83333333,-97.3,211
KFWS,32.56666667,-97.3,208
KFWZ,42.51666667,-108.7833333,2588
KFXE,26.2,-80.18333333,6
KFXY,43.23333333,-93.61666667,375
KFYG,38.58333333,-91,149
KFYJ,37.51666667,-76.76666667,7
KFYM,35.06666667,-86.56666667,300
KFYV,36.01666667,-94.16666667,379
KFZG,31.68333333,-83.26666667,111
KFZY,43.35,-76.38333333,138
KG01,27.9,-91.5,1
KGAD,33.96666667,-86.06666667,173
KGAF,48.4,-97.36666667,252
KGAG,36.3,-99.76666667,668
KGAI,39.16666667,-77.16666667,165
KGAO,29.45,-90.26666667,1
KGBD,38.35,-98.86666667,575
KGBG,40.93333333,-90.43333333,233
KGBK,27.2,-92.2,59
KGBN,32.86666667,-112.7166667,262
KGBR,42.2,-73.35,199
KGCC,44.33333333,-105.55,1320
KGCD,44.38333333,-118.9666667,1127
KGCK,37.91666667,-100.7166667,877
KGCM,36.3,-95.48333333,221
KGCN,35.95,-112.15,2016
KGDB,44.75,-95.55,319
KGDJ,32.45,-97.81666667,237
KGDM,42.56666667,-71.96666667,290
KGDP,31.83333333,-104.8166667,1692
KGDV,47.11666667,-104.7833333,749
KGED,38.68333333,-75.36666667,19
KGEG,47.61666667,-117.5333333,735
KGEU,33.53333333,-112.3,325
KGEV,36.43333333,-81.41666667,969
KGEY,44.51666667,-108.0833333,1191
KGEZ,39.58333333,-85.8,245
KGFA,47.5,-111.1666667,1075
KGFK,47.95,-97.18333333,258
KGFL,43.33333333,-73.61666667,103
KGGE,33.31666667,-79.31666667,12
KGGG,32.38333333,-94.71666667,107
KGGI,41.71666667,-92.73333333,307
KGGP,40.71666667,-86.36666667,225
KGGW,48.21666667,-106.6166667,694
KGHB,27.83333333,-91.98333333,30
KGHG,42.1,-70.66666667,4
KGHW,45.63333333,-95.31666667,425
KGIC,45.93333333,-116.1333333,1009
KGID,40.96666667,-98.31666667,563
KGIF,28.06666667,-81.75,43
KGIJ,41.76666667,-86.31666667,267
KGJT,39.11666667,-108.5166667,1475
KGJX,39.06666667,-108.2166667,3045
KGKJ,41.63333333,-80.21666667,428
KGKY,32.66666667,-97.1,192
KGLD,39.36666667,-101.7,1113
KGLE,33.65,-97.2,256
KGLH,33.5,-90.98333333,45
KGLR,45.01666667,-84.68333333,407
KGLS,29.26666667,-94.86666667,6
KGLV,45.4,-101.7833333,753
KGLW,37.03333333,-85.95,218
KGLY,38.35,-93.68333333,251
KGMJ,36.6,-94.73333333,254
KGMU,34.85,-82.35,315
KGNA,47.75,-90.35,185
KGNB,40.08333333,-105.9166667,2500
KGNC,32.68333333,-102.65,1010
KGNG,42.91666667,-114.7666667,1126
KGNL,39.13333333,-100.6166667,887
KGNR,45.46666667,-69.55,427
KGNT,35.16666667,-107.9,1987
KGNV,29.7,-82.28333333,45
KGOK,35.85,-97.4,324
KGON,41.33333333,-72.05,3
KGOO,39.21666667,-121,962
KGOP,31.41666667,-97.8,276
KGOV,44.68333333,-84.73333333,353
KGPH,39.33333333,-94.31666667,235
KGPI,48.31666667,-114.25,908
KGPM,32.7,-97.05,180
KGPT,30.41666667,-89.08333333,14
KGPZ,47.21666667,-93.51666667,413
KGQO,34.96666667,-85.15,210
KGRB,44.48333333,-88.13333333,208
KGRD,34.25,-82.15,185
KGRE,38.83333333,-89.38333333,165
KGRF,47.06666667,-122.5666667,92
KGRI,40.96666667,-98.31666667,561
KGRK,31.06666667,-97.83333333,309
KGRM,47.83333333,-90.38333333,505
KGRR,42.88333333,-85.51666667,237
KGRW,33.5,-90.08333333,44
KGRY,27.63333333,-90.45,58
KGSB,35.31666667,-77.96666667,33
KGSH,41.53333333,-85.78333333,252
KGSM,28.53333333,-90.98333333,1
KGSO,36.1,-79.95,275
KGSP,34.9,-82.21666667,287
KGTB,44.06666667,-75.71666667,207
KGTF,47.46666667,-111.3833333,1119
KGTR,33.45,-88.56666667,80
KGTU,30.68333333,-97.68333333,240
KGUC,38.51666667,-106.9166667,2339
KGUL,27.3,-93.53333333,30
KGUN,41.43333333,-104.35,1695
KGUP,35.51666667,-108.8,1971
KGUS,40.63333333,-86.15,247
KGUY,36.68333333,-101.5,948
KGVL,34.26666667,-83.83333333,386
KGVT,33.06666667,-96.06666667,163
KGVW,38.83333333,-94.56666667,337
KGVX,28.58333333,-94.98333333,39
KGWB,41.3,-85.06666667,269
KGWC,41.11666667,-95.91666667,319
KGWO,33.5,-90.08333333,44
KGWR,46.21666667,-97.65,386
KGWW,35.46666667,-77.96666667,41
KGWX,33.9,-88.33333333,145
KGXA,34.56666667,-117.6666667,923
KGXF,32.86666667,-112.7166667,262
KGXY,40.41666667,-104.6166667,1420
KGYB,30.16666667,-96.98333333,148
KGYH,34.75,-82.38333333,292
KGYI,33.71666667,-96.66666667,228
KGYL,44.76666667,-94.08333333,302
KGYR,33.41666667,-112.3666667,295
KGYX,43.88333333,-70.25,125
KGYY,41.61666667,-87.41666667,180
KGZH,31.41666667,-87.05,78
KGZL,35.28333333,-95.1,183
KH00,36.35,-94.21666667,395
KH02,28.1,-93.4,30
KH08,28.46666667,-93.73333333,30
KH18,28.98333333,-89.13333333,1
KH21,37.96666667,-92.68333333,324
KH39,27.95,-93.98333333,30
KH45,35.26666667,-96.68333333,312
KH63,36.75,-91.86666667,308
KH78,28.18333333,-88.48333333,43
KHAE,39.73333333,-91.45,234
KHAF,37.51666667,-122.5,21
KHAI,41.96666667,-85.6,251
KHAO,39.36666667,-84.51666667,188
KHAR,40.3,-77.06666667,397
KHAT,35.26666667,-75.53333333,3
KHAW,41.48333333,-75.16666667,268
KHBG,31.26666667,-89.25,44
KHBI,35.65,-79.9,205
KHBR,34.98333333,-99.05,473
KHBU,38.45,-107.0333333,2339
KHBV,27.35,-98.73333333,202
KHCD,44.86666667,-94.38333333,323
KHCO,48.75,-96.93333333,250
KHD7,39.91666667,-100.8333333,814
KHDC,30.51666667,-90.41666667,13
KHDE,40.45,-99.31666667,705
KHDN,40.46666667,-107.2166667,2012
KHDO,29.36666667,-99.16666667,282
KHDX,33.08333333,-106.1166667,1287
KHEC,34.8,-116.4666667,617
KHEF,38.71666667,-77.51666667,59
KHEI,46.01666667,-102.65,828
KHEQ,40.56666667,-102.2833333,1137
KHER,45.85,-100.1,513
KHES,38.65,-122.9,85
KHEY,31.35,-85.65,97
KHEZ,31.61666667,-91.3,83
KHFD,41.73333333,-72.65,4
KHFF,35.01666667,-79.5,115
KHFJ,36.9,-94.01666667,401
KHGR,39.7,-77.73333333,224
KHGT,36,-121.2166667,310
KHGX,29.46666667,-95.08333333,5
KHHF,35.9,-100.4,712
KHHR,33.91666667,-118.3333333,18
KHHV,26.93333333,-94.68333333,25
KHHW,34.03333333,-95.55,144
KHIB,47.38333333,-92.83333333,412
KHIE,44.36666667,-71.55,318
KHIF,41.11666667,-111.9666667,1459
KHII,34.56666667,-114.3666667,238
KHIO,45.55,-122.95,68
KHJH,40.15,-97.58333333,447
KHJO,36.31666667,-119.6166667,74
KHKA,35.93333333,-89.83333333,78
KHKS,32.33333333,-90.21666667,108
KHKY,35.75,-81.38333333,354
KHLB,39.35,-85.26666667,200
KHLC,39.36666667,-99.83333333,669
KHLD,43.1,-107.3166667,1846
KHLG,40.16666667,-80.65,372
KHLN,46.6,-111.9833333,1182
KHLR,31.13333333,-97.71666667,283
KHLX,36.76666667,-80.81666667,834
KHMM,46.25,-114.15,1110
KHMN,32.85,-106.0833333,1248
KHMS,46.56666667,-119.5833333,223
KHMV,36.43333333,-82.13333333,1317
KHMY,35.03333333,-97.23333333,331
KHNB,38.25,-86.95,161
KHND,35.98333333,-115.1333333,749
KHNK,42.06666667,-75.31666667,690
KHNN,38.75,-82.01666667,262
KHNR,41.58333333,-95.33333333,375
KHNX,36.31666667,-119.6333333,74
KHNZ,36.36666667,-78.53333333,161
KHOB,32.66666667,-103.2166667,1115
KHOE,31.05,-82.78333333,57
KHON,44.38333333,-98.23333333,390
KHOP,36.66666667,-87.5,174
KHOT,34.48333333,-93.1,162
KHOU,29.63333333,-95.28333333,36
KHOX,39.36666667,-100.4333333,833
KHPN,41.06666667,-73.7,121
KHPX,36.73333333,-87.28333333,176
KHQG,37.16666667,-101.3666667,956
KHQI,27.93333333,-93.66666667,26
KHQM,46.96666667,-123.9333333,7
KHQU,33.53333333,-82.51666667,152
KHQZ,32.75,-96.53333333,136
KHRD,44.53333333,-99.7,547
KHRI,45.83333333,-119.2666667,195
KHRJ,35.38333333,-78.73333333,60
KHRL,26.23333333,-97.65,10
KHRO,36.26666667,-93.15,417
KHRT,30.41666667,-86.66666667,12
