ICAO,Latitude,Longitude,Elevation
RJDB,33.75,129.7666667,16
RJDC,33.91666667,131.2666667,8
RJDK,33.01666667,129.1666667,20
RJDM,33.31666667,130.4166667,19
RJDO,33.21666667,129.05,20
RJDT,34.26666667,129.3166667,66
RJEB,44.3,143.4,25
RJEC,43.66666667,142.4333333,211
RJEO,42.06666667,139.4333333,36
RJER,45.25,141.1666667,30
RJFA,33.86666667,130.65,33
RJFC,30.36666667,130.6666667,38
RJFE,32.66666667,128.8166667,80
RJFF,33.56666667,130.4333333,12
RJFG,30.61666667,130.9833333,95
RJFK,31.8,130.7166667,275
RJFM,31.86666667,131.4333333,9
RJFN,32.06666667,131.4333333,82
RJFO,33.46666667,131.7166667,8
RJFR,33.81666667,131.0333333,6
RJFS,33.15,130.3,5
RJFT,32.81666667,130.8333333,196
RJFU,32.91666667,129.9166667,5
RJFW,33.16666667,129.7166667,3
RJFY,31.36666667,130.8166667,68
RJFZ,33.66666667,131.05,20
RJGG,34.86666667,136.8,5
RJKA,28.41666667,129.7166667,7
RJKB,27.41666667,128.6833333,29
RJKI,28.31666667,129.9166667,6
RJKN,27.81666667,128.8666667,5
RJNA,35.25,136.9166667,17
RJNF,36.11666667,136.2166667,8
RJNG,35.36666667,136.8666667,42
RJNH,34.75,137.6833333,48
RJNK,36.36666667,136.4166667,9
RJNN,35.25,136.9166667,17
RJNO,36.16666667,133.3166667,95
RJNS,34.8,138.1833333,135
RJNT,36.63333333,137.1666667,27
RJNW,37.3,136.9666667,219
RJNY,34.81666667,138.3,10
RJOA,34.41666667,132.9166667,6
RJOB,34.75,133.8333333,242
RJOC,35.41666667,132.8666667,5
RJOE,34.51666667,136.6666667,9
RJOF,34.01666667,131.55,5
RJOH,35.46666667,133.25,9
RJOI,34.13333333,132.2166667,2
RJOK,33.51666667,133.6666667,10
RJOM,33.81666667,132.6833333,7
RJOO,34.76666667,135.4333333,15
RJOP,34,134.6166667,6
RJOR,35.51666667,134.1666667,18
RJOS,34.11666667,134.6166667,11
RJOT,34.21666667,134.0166667,188
RJOW,34.66666667,131.8,54
RJOY,34.6,135.5833333,13
RJOZ,34.03333333,131.05,7
RJSA,40.71666667,140.6833333,201
RJSC,38.41666667,140.3666667,108
RJSD,38.03333333,138.4166667,26
RJSF,37.21666667,140.4166667,375
RJSH,40.53333333,141.4666667,49
RJSI,39.41666667,141.1166667,93
RJSK,39.61666667,140.2166667,96
RJSM,40.7,141.3666667,36
RJSN,37.95,139.1166667,4
RJSO,41.21666667,141.1166667,10
RJSR,40.18333333,140.3666667,87
RJSS,38.11666667,140.9166667,5
RJST,38.38333333,141.2166667,5
RJSU,38.21666667,140.9166667,10
RJSY,38.81666667,139.7666667,22
RJTA,35.45,139.4333333,65
RJTC,35.7,139.4,98
RJTD,35.68333333,139.7666667,36
RJTE,34.96666667,139.8166667,6
RJTF,35.66666667,139.5166667,44
RJTH,33.11666667,139.7666667,95
RJTI,35.63333333,139.8333333,8
RJTJ,35.81666667,139.4166667,93
RJTK,35.38333333,139.9166667,6
RJTL,35.78333333,140.0166667,33
RJTO,34.76666667,139.3666667,41
RJTQ,34.06666667,139.5666667,23
RJTR,35.51666667,139.4,109
RJTT,35.53333333,139.7666667,8
RJTU,36.51666667,139.8666667,105
RJTX,35.3,139.6833333,5
RJTY,35.75,139.3333333,139
RK13,38.08333333,127.9833333,200
RKJB,34.98333333,126.3833333,2
RKJJ,35.11666667,126.8166667,13
RKJK,35.9,126.6166667,9
RKJM,34.76666667,126.3666667,3
RKJU,35.86666667,127.1166667,29
RKJY,34.81666667,127.6166667,18
RKNC,37.86666667,127.7166667,75
RKND,38.11666667,128.5833333,14
RKNF,37.75,128.6666667,1407
RKNH,37.41666667,127.95,101
RKNN,37.75,128.9333333,11
RKNO,38.46666667,128.4666667,107
RKNR,37.1,128.9,792
RKNW,37.31666667,127.95,150
RKNY,38.06666667,128.6666667,74
RKPC,33.5,126.4833333,27
RKPE,35.13333333,128.6833333,2
RKPK,35.16666667,128.9166667,15
RKPM,33.2,126.2666667,27
RKPS,35.06666667,128.0666667,8
RKPU,35.53333333,129.3166667,33
RKSB,37.5,129.1333333,37
RKSC,37.35,126.9166667,406
RKSD,37.35,127.2666667,144
RKSE,37.95,124.7166667,2
RKSF,37.5,126.9166667,49
RKSG,36.96666667,127.0166667,16
RKSH,37.51666667,126.9666667,73
RKSI,37.46666667,126.45,7
RKSJ,38.2,127.5333333,1182
RKSL,37.56666667,126.9666667,87
RKSM,37.41666667,127.1166667,20
RKSN,37.01666667,126.75,15
RKSO,37.06666667,127.0166667,12
RKSP,37.96666667,124.6666667,171
RKSQ,37.7,125.7,91
RKSS,37.53333333,126.7833333,19
RKST,37.91666667,127.05,60
RKSU,37.41666667,127.6166667,43
RKSV,37.76666667,126.3666667,250
RKSW,37.25,127,24
RKSX,37.71666667,127.0833333,71
RKSY,37.51666667,126.9666667,12
RKTA,36.53333333,128.7166667,142
RKTB,37.01666667,126.0333333,46
RKTD,36.53333333,126.3333333,63
RKTE,36.38333333,127.5,79
RKTF,36.28333333,127.4,78
RKTG,35.85,128.6,75
RKTH,35.96666667,129.4166667,20
RKTI,37.01666667,127.8666667,91
RKTL,36.98333333,129.4,49
RKTM,36.93333333,126.45,302
RKTN,35.88333333,128.65,35
RKTS,36.41666667,128.1666667,150
RKTT,35.86666667,128.6166667,61
RKTU,36.7,127.5,66
RKTV,37.06666667,127.8666667,59
RKTW,36.2,126.5333333,13
RKTY,36.61666667,128.3333333,108
RKTZ,36.38333333,126.3333333,31
RKXX,38.06666667,127.3333333,0
ROAH,26.16666667,127.65,8
RODE,26.71666667,127.7666667,73
RODN,26.35,127.7666667,45
ROHF,26.3,127.7666667,6
ROIG,24.31666667,124.1666667,7
ROKJ,26.31666667,126.7833333,5
ROMD,25.81666667,131.2166667,15
ROMY,24.76666667,125.2666667,41
RORA,26.6,127.2166667,29
RORH,24.06666667,123.7833333,13
RORK,25.91666667,131.3166667,22
RORS,24.81666667,125.15,16
RORT,24.63333333,124.7,9
RORY,27.05,128.4,16
ROTM,26.26666667,127.75,75
ROYN,24.46666667,122.9666667,17
RPLB,14.8,120.2666667,17
RPLC,15.16666667,120.5833333,196
RPLI,18.16666667,120.5166667,5
RPLL,14.51666667,121,21
RPMD,7.116666667,125.65,18
RPMK,15.16666667,120.5333333,196
RPML,8.433333333,124.6166667,186
RPMP,13.15,123.7333333,17
RPMR,12.56666667,122.2666667,47
RPMS,14.5,120.9166667,4
RPMT,10.31666667,123.9833333,24
RPMZ,6.916666667,122.0666667,6
RPUA,18.36666667,121.6166667,3
RPUB,16.38333333,120.6166667,1296
RPUD,14.11666667,122.9666667,4
RPUH,12.33333333,121.0166667,3
RPUI,15.31666667,119.9666667,5
RPUK,13.41666667,121.1666667,41
RPUM,13.21666667,120.5833333,4
RPUN,13.56666667,123.2666667,43
RPUO,20.43333333,121.9666667,11
RPUQ,17.9,120.4666667,33
RPUR,15.76666667,121.5666667,6
RPUT,17.61666667,121.7166667,62
RPUV,13.56666667,124.2166667,40
RPUW,13.36666667,121.8166667,5
RPVA,11.25,125,3
RPVB,10.65,122.9166667,9
RPVC,12.06666667,124.5333333,3
RPVD,9.333333333,123.3,8
RPVF,12.46666667,124.6166667,5
RPVG,11.01666667,125.7166667,60
RPVI,10.68333333,122.5666667,8
RPVJ,12.36666667,123.6333333,6
RPVK,11.66666667,122.3666667,6
RPVM,10.31666667,123.9833333,10
RPVP,9.75,118.7166667,16
RPVR,11.56666667,122.75,4
RPVT,9.583333333,123.8333333,8
RPWB,6.116666667,125.1666667,15
RPWC,7.166666667,124.2166667,58
RPWE,8.95,125.4833333,46
RPWG,8.583333333,123.3333333,5
RPWI,8.166666667,123.8333333,5
RPWJ,6.033333333,121,13
RPWL,8.466666667,124.6166667,6
RPWM,7.616666667,124.0666667,8
RPWP,7.816666667,123.4666667,2
RPWS,9.8,125.5,55
RPWW,9.066666667,126.1666667,5
RPWX,8.15,124.2166667,396
RPWY,8.15,125.0666667,627
RPWZ,8.216666667,126.3166667,3
RPXC,15.31666667,120.3666667,161
RPXT,14.23333333,121.9333333,5
SAAC,-31.3,-58.01666667,38
SAAG,-33,-58.61666667,21
SAAJ,-34.53333333,-60.95,81
SAAP,-31.76666667,-60.46666667,78
SAAR,-32.91666667,-60.76666667,25
SAAU,-31.85,-59.06666667,43
SAAV,-31.68333333,-60.81666667,18
SABA,-34.56666667,-58.46666667,25
SABE,-34.56666667,-58.41666667,6
SACC,-31,-64.53333333,1138
SACI,-31.66666667,-63.86666667,338
SACO,-31.31666667,-64.21666667,474
SACP,-31.31666667,-66.58333333,658
SACQ,-25.75,-62.86666667,220
SACT,-30.36666667,-66.28333333,457
SACV,-29.88333333,-63.66666667,341
SADD,-34.46666667,-58.61666667,4
SADF,-34.45,-58.58333333,4
SADJ,-34.56666667,-58.76666667,28
SADL,-34.96666667,-57.88333333,19
SADM,-34.66666667,-58.63333333,30
SADP,-34.6,-58.6,12
SAEZ,-34.81666667,-58.51666667,20
SAME,-32.81666667,-68.76666667,704
SAMI,-33.06666667,-68.41666667,653
SAMJ,-30.25,-68.75,1165
SAMM,-35.5,-69.56666667,1425
SAMR,-34.56666667,-68.4,748
SAMS,-33.76666667,-69.01666667,940
SAMU,-32.6,-69.31666667,1844
SANC,-28.6,-65.76666667,454
SANE,-27.76666667,-64.28333333,199
SANI,-28.06666667,-67.56666667,1201
SANL,-29.36666667,-66.81666667,429
SANO,-29.21666667,-67.41666667,950
SANT,-26.85,-65.08333333,450
SANU,-31.56666667,-68.41666667,598
SANW,-29.86666667,-61.95,88
SAOC,-33.11666667,-64.26666667,421
SAOD,-31.93333333,-65.11666667,569
SAOL,-34.11666667,-63.36666667,137
SAOM,-32.7,-62.13333333,114
SAOR,-33.71666667,-65.36666667,486
SAOU,-33.26666667,-66.33333333,702
SARC,-27.43333333,-58.76666667,62
SARE,-27.43333333,-59.03333333,52
SARF,-26.21666667,-58.21666667,60
SARI,-25.71666667,-54.46666667,270
SARL,-29.66666667,-57.13333333,70
SARM,-30.25,-57.63333333,54
SARP,-27.38333333,-55.96666667,125
SARS,-26.81666667,-60.45,92
SASA,-24.85,-65.46666667,1216
SASJ,-24.36666667,-65.1,1167
SASO,-23.13333333,-64.31666667,357
SASQ,-22.1,-65.58333333,3462
SASR,-24.16666667,-62.88333333,205
SAST,-22.63333333,-63.81666667,450
SATG,-29.1,-59.21666667,38
SATK,-24.68333333,-60.56666667,130
SATM,-29.21666667,-58.06666667,107
SATR,-29.21666667,-59.68333333,48
SATU,-29.76666667,-57.96666667,73
SAVB,-41.96666667,-71.51666667,337
SAVC,-45.76666667,-67.46666667,46
SAVD,-42.01666667,-71.16666667,720
SAVE,-42.9,-71.15,794
SAVO,-40.75,-65.03333333,7
SAVP,-43.81666667,-68.86666667,460
SAVR,-45.01666667,-70.81666667,697
SAVT,-43.2,-65.26666667,43
SAVV,-40.85,-63.01666667,7
SAVY,-42.76666667,-65.1,136
SAWA,-50.31666667,-72.28333333,220
SAWD,-47.71666667,-65.91666667,80
SAWE,-53.78333333,-67.75,22
SAWG,-51.61666667,-69.31666667,19
SAWH,-54.85,-68.3,14
SAWJ,-49.31666667,-67.76666667,62
SAWM,-45.7,-70.25,545
SAWP,-46.51666667,-71.01666667,429
SAWR,-48.76666667,-70.16666667,356
SAWT,-51.6,-72.21666667,273
SAWU,-50.01666667,-68.56666667,111
SAZA,-36.75,-59.81666667,132
SAZB,-38.71666667,-62.16666667,83
SAZD,-36.35,-57.71666667,9
SAZE,-37.6,-62.36666667,304
SAZG,-35.7,-63.75,145
SAZH,-38.31666667,-60.25,115
SAZI,-36.18333333,-61.08333333,94
SAZM,-37.91666667,-57.56666667,21
SAZN,-38.95,-68.15,271
SAZO,-38.46666667,-58.81666667,32
SAZP,-35.86666667,-61.88333333,86
SAZQ,-39.01666667,-64.06666667,79
SAZR,-36.56666667,-64.26666667,191
SAZS,-41.13333333,-71.16666667,840
SAZT,-37.21666667,-59.25,175
SAZV,-37.21666667,-57.01666667,7
SAZY,-40.06666667,-71.11666667,779
SBAA,-8.35,-49.3,199
SBAF,-22.86666667,-43.36666667,34
SBAM,2.066666667,-50.85,10
SBAN,-16.21666667,-48.96666667,1137
SBAQ,-21.8,-48.13333333,708
SBAR,-10.96666667,-37.06666667,9
SBAS,-22.63333333,-50.45,564
SBAT,-9.866666667,-56.1,288
SBAU,-21.13333333,-50.43333333,415
SBAX,-19.56666667,-46.96666667,998
SBBA,-8.716666667,-67.31666667,112
SBBC,-4.366666667,-70.01666667,65
SBBE,-1.366666667,-48.46666667,16
SBBG,-31.38333333,-54.11666667,180
SBBH,-19.85,-43.95,785
SBBI,-25.4,-49.23333333,923
SBBQ,-21.25,-43.76666667,1171
SBBR,-15.86666667,-47.91666667,1061
SBBT,-20.58333333,-48.6,579
SBBU,-22.31666667,-49.06666667,590
SBBV,2.85,-60.7,140
SBBW,-15.86666667,-52.36666667,350
SBBZ,-22.75,-41.95,3
SBCA,-25,-53.5,754
SBCB,-22.91666667,-42.08333333,4
SBCC,-9.316666667,-54.95,536
SBCD,-26.78333333,-50.93333333,1029
SBCF,-19.63333333,-43.96666667,828
SBCG,-20.46666667,-54.66666667,567
SBCH,-27.13333333,-52.66666667,650
SBCI,-7.316666667,-47.46666667,183
SBCJ,-6.116666667,-50,621
SBCM,-28.71666667,-49.41666667,28
SBCO,-29.95,-51.15,47
SBCP,-21.7,-41.3,11
SBCR,-19,-57.66666667,141
SBCT,-25.51666667,-49.16666667,908
SBCV,-17.61666667,-39.25,4
SBCX,-29.2,-51.18333333,754
SBCY,-15.65,-56.11666667,182
SBCZ,-7.616666667,-72.76666667,170
SBDN,-22.18333333,-51.43333333,435
SBEC,-22.66666667,-40.6,10
SBEG,-3.016666667,-60.03333333,2
SBEK,-6.233333333,-57.78333333,98
SBER,-6.666666667,-69.86666667,104
SBES,-22.81666667,-42.1,11
SBFI,-25.6,-54.48333333,243
SBFL,-27.66666667,-48.53333333,5
SBFN,-3.85,-32.41666667,56
SBFS,-22.01666667,-41.06666667,3
SBFT,-20.28333333,-49.18333333,487
SBFU,-20.68333333,-46.31666667,735
SBFZ,-3.766666667,-38.51666667,25
SBGA,-16.05,-48.03333333,700
SBGL,-22.81666667,-43.25,6
SBGM,-10.78333333,-65.28333333,146
SBGO,-16.61666667,-49.21666667,747
SBGP,-21.76666667,-48.4,609
SBGR,-23.41666667,-46.46666667,750
SBGU,-25.38333333,-51.51666667,1065
SBGV,-18.88333333,-41.98333333,171
SBGW,-22.76666667,-45.2,533
SBHT,-3.25,-52.26666667,74
SBIC,-3.116666667,-58.46666667,43
SBIH,-4.25,-56,34
SBIL,-14.8,-39.01666667,5
SBIP,-19.46666667,-42.48333333,239
SBIT,-18.43333333,-49.2,497
SBIZ,-5.516666667,-47.45,123
SBJF,-21.76666667,-43.38333333,939
SBJP,-7.15,-34.95,7
SBJR,-22.96666667,-43.36666667,3
SBJU,-7.216666667,-39.26666667,409
SBJV,-26.21666667,-48.8,4
SBKG,-7.266666667,-35.86666667,560
SBKP,-23,-47.11666667,661
SBLB,-22.1,-39.91666667,10
SBLE,-12.48333333,-41.28333333,511
SBLJ,-27.78333333,-50.28333333,934
SBLN,-21.66666667,-49.75,426
SBLO,-23.31666667,-51.11666667,570
SBLP,-13.26666667,-43.41666667,440
SBLS,-19.66666667,-43.88333333,852
SBMA,-5.366666667,-49.13333333,102
SBMC,-13.55,-48.2,440
SBMD,-0.866666667,-52.6,206
SBME,-22.35,-41.76666667,2
SBMG,-23.48333333,-52.01666667,542
SBMK,-16.7,-43.81666667,646
SBML,-22.18333333,-49.91666667,647
SBMM,-22.35,-40.08333333,10
SBMN,-3.133333333,-59.96666667,84
SBMO,-9.516666667,-35.76666667,115
SBMQ,0.05,-51.06666667,15
SBMS,-5.2,-37.36666667,18
SBMT,-23.51666667,-46.61666667,722
SBMY,-5.816666667,-61.28333333,49
SBMZ,-1.733333333,-52.25,17
SBNF,-26.88333333,-48.65,5
SBNM,-28.26666667,-54.16666667,322
SBNT,-5.916666667,-35.25,49
SBOI,3.85,-51.81666667,39
SBPA,-30,-51.16666667,3
SBPB,-2.916666667,-41.75,5
SBPC,-21.85,-46.56666667,1260
SBPF,-28.25,-52.33333333,684
SBPG,-25.51666667,-48.51666667,4
SBPJ,-10.28333333,-48.36666667,236
SBPK,-31.71666667,-52.33333333,13
SBPL,-9.366666667,-40.56666667,375
SBPN,-10.71666667,-48.38333333,265
SBPP,-22.55,-55.7,660
SBPR,-19.9,-43.98333333,927
SBPS,-16.43333333,-39.06666667,51
SBPV,-8.716666667,-63.9,88
SBQV,-14.86666667,-40.86666667,893
SBRB,-10,-67.78333333,143
SBRF,-8.133333333,-34.91666667,19
SBRG,-32.01666667,-52.08333333,8
SBRJ,-22.88333333,-43.16666667,3
SBRP,-21.11666667,-47.76666667,549
SBRQ,-23.51666667,-47.11666667,750
SBRS,-22.46666667,-44.46666667,439
SBSA,-22.01666667,-47.86666667,856
SBSC,-22.91666667,-43.71666667,3
SBSJ,-23.21666667,-45.86666667,646
SBSL,-2.6,-44.21666667,53
SBSM,-29.71666667,-53.7,85
SBSN,-2.416666667,-54.78333333,72
SBSP,-23.61666667,-46.63333333,803
SBSR,-20.8,-49.4,543
SBST,-23.91666667,-46.28333333,3
SBSV,-12.9,-38.31666667,6
SBSY,-11.56666667,-50.66666667,197
SBTA,-23.03333333,-45.5,586
SBTB,-1.483333333,-56.38333333,87
SBTC,-15.35,-38.98333333,6
SBTD,-24.68333333,-53.7,565
SBTE,-5.033333333,-42.81666667,69
SBTF,-3.366666667,-64.71666667,47
SBTK,-8.166666667,-70.76666667,188
SBTL,-24.31666667,-50.65,796
SBTR,-29.35,-49.73333333,1
SBTS,-2.216666667,-55.93333333,325
SBTT,-4.25,-69.93333333,85
SBTU,-3.783333333,-49.71666667,40
SBUA,-0.15,-66.98333333,79
SBUF,-9.4,-38.25,252
SBUG,-29.76666667,-57.01666667,74
SBUI,-4.95,-66.9,81
SBUL,-18.86666667,-48.21666667,922
SBUP,-20.8,-51.56666667,356
SBUR,-19.76666667,-47.96666667,807
SBUY,-4.883333333,-65.35,72
SBVG,-21.58333333,-45.46666667,923
SBVH,-12.71666667,-60.11666667,652
SBVT,-20.26666667,-40.26666667,4
SBXI,-9.35,-54.88333333,432
SBXV,-14.68333333,-52.35,315
SBYA,0.616666667,-69.2,105
SBYS,-21.96666667,-47.31666667,598
SCAC,-41.88333333,-73.78333333,114
SCAP,-43.61666667,-71.78333333,277
SCAR,-18.35,-70.31666667,59
SCAS,-45.4,-72.66666667,10
SCAT,-27.26666667,-70.76666667,204
SCBA,-45.91666667,-71.66666667,524
SCBL,-33.03333333,-71.41666667,123
SCBO,-63.31666667,-56.68333333,10
SCBQ,-33.56666667,-70.66666667,573
SCCC,-46.58333333,-71.7,325
SCCF,-22.5,-68.9,2312
SCCH,-36.56666667,-72.01666667,148
SCCI,-53,-70.83333333,37
SCCY,-45.56666667,-72.1,311
SCDA,-20.51666667,-70.16666667,52
SCEL,-33.36666667,-70.76666667,476
SCER,-32.76666667,-71.51666667,8
SCFA,-23.41666667,-70.41666667,120
SCFM,-53.25,-70.31666667,30
SCFT,-43.16666667,-71.85,318
SCGE,-37.38333333,-72.41666667,114
SCGZ,-54.93333333,-67.63333333,27
SCHA,-27.3,-70.41666667,291
SCHR,-47.21666667,-72.53333333,167
SCIC,-34.96666667,-71.21666667,242
SCIE,-36.76666667,-73.06666667,16
SCIP,-27.16666667,-109.4333333,69
SCIR,-33.66666667,-78.93333333,29
SCJO,-40.6,-73.03333333,65
SCLL,-28.6,-70.76666667,538
SCMK,-43.9,-73.73333333,11
SCNT,-51.66666667,-72.53333333,67
SCON,-43.11666667,-73.61666667,3
SCPQ,-42.33333333,-73.71666667,5
SCRA,-26.31666667,-70.61666667,30
SCRD,-33.06666667,-71.55,336
SCRG,-34.16666667,-70.76666667,441
SCRM,-62.18333333,-58.98333333,45
SCSE,-29.91666667,-71.2,146
SCSN,-33.63333333,-71.61666667,75
SCSR,-42.06666667,-71.86666667,366
SCST,-42.46666667,-73.76666667,44
SCTB,-33.45,-70.53333333,649
SCTC,-38.75,-72.61666667,120
SCTE,-41.41666667,-73.06666667,86
SCTI,-33.46666667,-70.7,511
SCTN,-42.91666667,-72.7,4
SCVD,-39.65,-73.06666667,14
SCVM,-32.95,-71.48333333,141
SEAM,-1.183333333,-78.56666667,2520
SEAS,-0.066666667,-78.28333333,2743
SEBC,-0.566666667,-80.4,3
SECH,-0.7,-80.11666667,69
SECO,-0.45,-76.98333333,220
SECU,-2.866666667,-78.96666667,2531
SEES,0.966666667,-79.61666667,8
SEGS,-0.45,-90.26666667,16
SEGU,-2.133333333,-79.86666667,9
SEIB,0.35,-78.11666667,2228
SELA,0.066666667,-76.86666667,299
SELI,-0.4,-76.58333333,221
SELO,-4,-79.36666667,1238
SELT,-0.916666667,-78.61666667,2785
SEMA,-4.366666667,-79.91666667,430
SEMH,-3.25,-79.96666667,10
SEMT,-0.95,-80.66666667,14
SENL,0.1,-76.86666667,293
SEPA,-1.5,-78.03333333,1043
SEPV,-1.016666667,-80.46666667,44
SEQM,-0.116666667,-78.35,2400
SEQU,-0.15,-78.46666667,2812
SERB,-1.616666667,-78.66666667,2796
SESA,-2.2,-80.96666667,8
SESL,1.266666667,-78.83333333,40
SEST,-0.9,-89.58333333,6
SETA,-2.266666667,-79.66666667,17
SETI,-0.766666667,-75.51666667,220
SETU,0.816666667,-77.7,2940
SFAL,-51.66666667,-57.76666667,23
SGAS,-25.25,-57.51666667,101
SGCO,-23.41666667,-57.28333333,74
SGEN,-27.31666667,-55.81666667,91
SGES,-25.45,-54.85,849
SGFI,-22.36666667,-60.03333333,139
SGME,-22.01666667,-60.6,181
SGNA,-20.71666667,-61.91666667,315
SGPI,-26.85,-58.31666667,56
SKAR,4.45,-75.76666667,1219
SKAS,0.5,-76.5,254
SKBC,9.066666667,-73.96666667,34
SKBG,7.133333333,-73.18333333,1189
SKBO,4.7,-74.11666667,2548
SKBQ,10.9,-74.76666667,10
SKBS,6.166666667,-77.4,24
SKBU,3.866666667,-77.06666667,15
SKCC,7.916666667,-72.51666667,317
SKCG,10.43333333,-75.51666667,1
SKCL,3.533333333,-76.36666667,969
SKCO,1.816666667,-78.75,6
SKEJ,7.016666667,-73.78333333,134
SKFL,1.6,-75.51666667,244
SKGI,4.266666667,-74.78333333,293
SKGP,2.566666667,-77.9,54
SKIB,4.416666667,-75.15,928
SKIP,0.883333333,-77.66666667,2961
SKLC,7.816666667,-76.7,30
SKLT,-4.2,-69.93333333,84
SKMD,6.216666667,-75.58333333,1499
SKMR,8.816666667,-75.83333333,26
SKMU,1.116666667,-70.03333333,207
SKMZ,5.033333333,-75.46666667,2080
SKNV,2.966666667,-75.28333333,443
SKOT,7,-74.71666667,630
SKPC,6.166666667,-67.5,55
SKPE,4.816666667,-75.73333333,1346
SKPI,1.866666667,-76.03333333,1320
SKPP,2.466666667,-76.58333333,1730
SKPS,1.4,-77.28333333,1826
SKPV,13.36666667,-81.33333333,6
SKQU,5.216666667,-74.86666667,467
SKRG,6.166666667,-75.41666667,2137
SKRH,11.51666667,-72.91666667,4
SKSJ,2.566666667,-72.61666667,155
SKSM,11.11666667,-74.21666667,4
SKSP,12.56666667,-81.71666667,-2
SKTD,5.416666667,-71.65,217
SKTU,8.116666667,-76.71666667,5
SKUC,7.066666667,-70.71666667,128
SKUI,5.716666667,-76.61666667,33
SKUL,4.083333333,-76.21666667,955
SKVP,10.41666667,-73.25,138
SKVV,4.166666667,-73.61666667,431
SKYP,5.316666667,-72.38333333,312
SLAP,-14.71666667,-68.41666667,1415
SLAS,-15.71666667,-63.1,247
SLCA,-20,-63.53333333,798
SLCB,-17.41666667,-66.18333333,2548
SLCN,-17.58333333,-69.45,4057
SLCO,-11.03333333,-68.78333333,272
SLCP,-16.15,-62.01666667,497
SLET,-17.8,-63.16666667,414
SLGY,-10.81666667,-65.33333333,130
SLJE,-17.81666667,-60.75,284
SLJO,-13.06666667,-64.66666667,140
SLJV,-16.26666667,-62.46666667,520
SLLP,-16.51666667,-68.16666667,4014
SLMG,-13.26666667,-64.06666667,141
SLOR,-17.96666667,-67.08333333,3702
SLPO,-19.51666667,-65.71666667,3934
SLPS,-18.98333333,-57.81666667,135
SLRB,-18.31666667,-59.75,284
SLRI,-11.01666667,-66.08333333,135
SLRQ,-14.41666667,-67.5,203
SLRY,-14.3,-67.36666667,280
SLSA,-13.76666667,-65.43333333,144
SLSB,-14.86666667,-66.75,194
SLSI,-16.36666667,-60.95,413
SLSM,-14.96666667,-65.63333333,160
SLSU,-19.01666667,-65.26666667,2903
SLTJ,-21.55,-64.71666667,1858
SLTR,-14.83333333,-64.91666667,157
SLVM,-21.25,-63.4,400
SLVR,-17.63333333,-63.11666667,373
SLYA,-21.96666667,-63.65,645
SMJP,5.45,-55.16666667,16
SMNI,5.95,-57.03333333,10
SMSI,2.016666667,-56.11666667,265
SMST,4.333333333,-54.41666667,52
SMTB,3.766666667,-56.13333333,323
SMZO,5.816666667,-55.18333333,10
SMZY,5.45,-55.2,15
SOCA,4.816666667,-52.36666667,9
SOOM,5.5,-54.01666667,9
SPAY,-10.71666667,-73.76666667,451
SPBB,-6.016666667,-76.96666667,833
SPCL,-8.383333333,-74.58333333,149
SPDO,-17.01666667,-72.01666667,13
SPEO,-9.166666667,-78.51666667,11
SPEQ,-17.16666667,-70.91666667,1366
SPGM,-9.283333333,-76,665
SPHI,-6.766666667,-79.81666667,34
SPHO,-13.16666667,-74.21666667,2749
SPHU,-12.06666667,-75.21666667,3350
SPHY,-13.7,-73.35,3548
SPHZ,-9.333333333,-77.58333333,2760
SPIL,-13.26666667,-70.66666667,634
SPIM,-12.01666667,-77.11666667,13
SPJA,-6.033333333,-77.15,792
SPJI,-7.166666667,-76.71666667,363
SPJJ,-11.76666667,-75.46666667,3322
SPJL,-15.46666667,-70.15,3827
SPJN,-15.35,-75.13333333,40
SPJR,-7.116666667,-78.46666667,2622
SPLO,-17.7,-71.35,9
SPLP,-12.16666667,-77,76
SPME,-3.533333333,-80.4,27
SPMS,-5.9,-76.11666667,179
SPNC,-9.9,-75.75,1860
SPOS,-3.666666667,-80.66666667,49
SPPG,-10.66666667,-77.81666667,46
SPPY,-6.216666667,-77.81666667,2435
SPQT,-3.783333333,-73.31666667,126
SPQU,-16.33333333,-71.56666667,2554
SPRU,-8.083333333,-79.11666667,30
SPSO,-13.73333333,-76.21666667,10
SPST,-6.516666667,-76.36666667,282
SPTN,-18.06666667,-70.28333333,458
SPTU,-12.61666667,-69.2,266
SPUR,-5.166666667,-80.58333333,55
SPVL,-15.76666667,-73.36666667,1833
SPYL,-4.566666667,-81.25,90
SPZA,-14.86666667,-74.95,765
SPZO,-13.55,-71.96666667,3249
SUAA,-34.76666667,-56.25,54
SUAG,-30.4,-56.5,123
SUCA,-34.45,-57.76666667,23
SUDU,-33.35,-56.5,93
SULS,-34.86666667,-55.1,30
SUME,-33.25,-58.06666667,22
SUMO,-32.33333333,-54.21666667,100
SUMU,-34.81666667,-56,32
SUPE,-34.91666667,-54.91666667,15
SUPU,-32.31666667,-58.01666667,61
SURV,-30.96666667,-55.46666667,205
SUSO,-31.43333333,-57.98333333,34
SUTB,-31.68333333,-55.96666667,134
SUTR,-33.21666667,-54.36666667,46
SVAC,9.55,-69.21666667,225
SVBC,10.11666667,-64.66666667,7
SVBI,8.616666667,-70.21666667,204
SVBL,10.16666667,-67.53333333,442
SVBM,10.05,-69.36666667,614
SVBS,10.25,-67.65,437
SVCB,8.15,-63.53333333,48
SVCL,8.916666667,-67.41666667,101
